"","from_id","from_name","message","created_time","type","link","id","likes_count","comments_count","shares_count","created_date","score","age","search_term","url"
"2882","126351747376464","Marina Silva","Marina tem compromisso com a educação. Veja nosso programa de TV de hoje.#Equipe40#SouMarina40","2014-09-06T23:20:14+0000","video","https://www.facebook.com/video.php?v=855307311147567","126351747376464_855307311147567",10407,778,4408,2014-09-06,3918.9,-8,"Marina",NA
"2380","115987058416365","Estadão","Via Politica Estadão #eleições2014","2014-09-14T12:49:43+0000","link","http://oesta.do/1wkAy7l","115987058416365_1004920509523011",8066,4053,3159,2014-09-14,3917.9,0,"Marina",NA
"1997","411754008869486","Aécio Neves","Você acha que Aécio Neves está preparado para promover as grandes mudanças que o Brasil precisa? Vejam as respostas de Geraldo Alckmin e Tasso Senador. #MudaBrasil","2014-09-07T18:06:53+0000","video","https://www.facebook.com/video.php?v=828738677171015","411754008869486_828738677171015",11878,856,3984,2014-09-07,3835,-7,"Aécio",NA
"937","351338968253034","Dilma Rousseff","#DILMANAESTRADAVeja o que a filha de Chico Mendes, Ângela Mendes, tem a dizer sobre a Dilma e sobre os governos do Partido dos Trabalhadores.#MAISMUDANÇASMAISFUTURO","2014-09-05T21:09:58+0000","video","https://www.facebook.com/video.php?v=736977093022551","351338968253034_736977093022551",6961,576,4848,2014-09-05,3777.7,-9,"Dilma",NA
"2617","126351747376464","Marina Silva","""Se a escola for boa para todo mundo, a gente muda a realidade do povo da gente""#SouMarina40","2014-09-10T17:59:37+0000","video","https://www.facebook.com/video.php?v=857888917556073","126351747376464_857888917556073",14006,740,3546,2014-09-10,3750.2,-4,"Marina",NA
"3154","136852373848","Terra","Reforço ou tiro no pé?","2014-09-03T15:10:01+0000","link","http://noticias.terra.com.br/eleicoes/malafaia-e-feliciano-declaram-apoio-a-marina-no-2-turno,a2535222fdb38410VgnVCM20000099cceb0aRCRD.html","136852373848_10153241259223849",5447,2191,4238,2014-09-03,3744.8,-11,"Marina",NA
"509","464835070315805","Tico Santa Cruz","Não me surpreende quando um líder de Estado como a Dilma, diz que não sabe de nada - com relação aos últimos escândalos da Petrobras. Tem tanta gente que não sabe de nada por aqui no Brasil. Alunos que não sabem de nada. Médicos que não sabem de nada.Engenheiros que não sabem de nada. Cantores que não sabem de nada. Professores que não sabem de nada. Enfermeiros que não sabem de nada. Jornalistas que não sabem de nada. E por ai vai! Eu também não sei de nada! O Aécio parece que não sabe de nada. A Marina também não sabe de nada. Ou seja O Brasil é um país que navega há séculos com pessoas que não sabem de nada. Ainda bem que agora temos o FB, onde todo mundo sabe de tudo! Pode Ser nossa ultima esperança!","2014-09-10T17:24:54+0000","status",NA,"464835070315805_549325508533427",17729,879,2843,2014-09-10,3742.4,-4,"Dilma",NA
"2118","411754008869486","Aécio Neves","Recebi, com alegria, a notícia de que Minas Gerais se destacou, mais uma vez, nos resultados do Ideb. O estado teve o melhor desempenho nos anos iniciais e finais do Ensino Fundamental (1º ao 9º ano). Em São Paulo, Paraná e Goiás também tivemos grandes avanços em busca de uma educação de qualidade. Essa é uma prova do compromisso que o PSDB tem com a educação. Por outro lado, lamento que o país não tenha alcançado as metas propostas pelo MEC. Frente a todos os dados, temos que garantir uma urgência: o Ensino Médio no Brasil precisa mudar imediatamente, pois não é possível que o resultado tenha piorado em mais de 20 estados. Nossa prioridade absoluta será sempre a Educação. - Aécio Neves","2014-09-05T20:48:03+0000","status",NA,"411754008869486_827407977304085",18653,918,2629,2014-09-05,3718.1,-9,"Aécio",NA
"2185","411754008869486","Aécio Neves","Aécio Neves tem uma mensagem para você! Acompanhe o programa da noite de hoje e compartilhe! #MudaBrasil","2014-09-05T00:50:06+0000","video","https://www.facebook.com/video.php?v=826954264016123","411754008869486_826954264016123",5760,702,4844,2014-09-05,3693,-9,"Aécio",NA
"1886","411754008869486","Aécio Neves","Aécio Neves acredita que a segurança pública deve ser tratada com prioridade pelo governo federal. No seu governo, ela será de responsabilidade do presidente da República. #MudaBrasil","2014-09-08T19:46:11+0000","video","https://www.facebook.com/video.php?v=829348133776736","411754008869486_829348133776736",11424,802,3841,2014-09-08,3687.6,-6,"Aécio",NA
"775","109597815616","VEJA","Ao tratar do megaescândalo de corrupção na Petrobras revelado por VEJA, Gilberto Carvalho liga o caso ao financiamento privado de campanhas - cujo fim interessa ao PT","2014-09-07T20:16:14+0000","link","http://abr.ai/1qyaV1X","109597815616_10152499269490617",6849,1699,4034,2014-09-07,3615,-7,"Dilma",NA
"527","351338968253034","Dilma Rousseff","Marina defende a autonomia do Banco Central. Parece algo distante da vida da gente, mas não é. O que isso tem a ver com você? Confira no vídeo!","2014-09-10T16:00:00+0000","video","https://www.facebook.com/video.php?v=739114409475486","351338968253034_739114409475486",5937,1007,4529,2014-09-10,3613.2,-4,"Dilma",NA
"338","199599520097304","Alvaro Dias","“Os investidores de todo o mundo, que chegaram a fazer fila para comprar um pedaço do ‘sonho brasileiro’, olham agora para mercados mais atrativos, como o México (e celebram todas as vezes que Dilma perde pontos nas pesquisas eleitorais)”, diz o colunista Anderson Antunes. #ADComunicação","2014-09-12T20:31:52+0000","link","http://veja.abril.com.br/noticia/brasil/forbes-lista-cinco-motivos-para-o-brasil-nao-reeleger-dilma","199599520097304_792053077518609",4275,252,5056,2014-09-12,3536.7,-2,"Dilma",NA
"2867","109597815616","VEJA","Ex-governador é um dos nomes revelados por VEJA no esquema de distribuição de propina abastecido pela Petrobras","2014-09-07T12:45:55+0000","link","http://abr.ai/1tCrnAP","109597815616_10152498499025617",9319,2895,2805,2014-09-07,3483.4,-7,"Marina",NA
"1133","109597815616","VEJA","OPINIÃO, em TVeja","2014-09-03T14:30:14+0000","link","http://abr.ai/1xaYpuc","109597815616_10152489531410617",9023,985,3797,2014-09-03,3476,-11,"Dilma",NA
"298","351338968253034","Dilma Rousseff","DILMA NO RIOA presidenta Dilma participou de caminhada em São Gonçalo. Antes, assinou o decreto de Garantia da Lei e da Ordem para a comunidade carioca do Complexo da Maré e visitou o futuro campus de escolas municipais e do Centro Vocacional Tecnológico da Maré.Leia mais em www.dilma.com.br","2014-09-13T01:00:01+0000","photo","https://www.facebook.com/SiteDilmaRousseff/photos/pcb.740660505987543/740658489321078/?type=1&relevant_count=6","351338968253034_740660505987543",17662,1117,2189,2014-09-13,3414.7,-1,"Dilma",NA
"622","351338968253034","Dilma Rousseff","#VotoDilmaisQuer conhecer uma menina 100% fofura? Então dá um play aí no vídeo da Nathália, de 3 anos. Ela, que é fã da presidenta Dilma, declarou seu apoio cantando o jingle da campanha que ela mesma decorou assistindo à propaganda eleitoral em casa. ""Aqui em casa somos todos Dilma por mais mudanças e mais futuro"", contou o padrinho dela, Mateus BenhurVocê também quer manifestar apoio à Dilma? Mande sua foto ou vídeo com o recado para fotodilmais@gmail.com que a publicaremos aqui.Mas atenção! Os vídeos devem ser curtinhos, com mensagens dirigidas apenas à presidenta, e as fotos não podem ser montagens!","2014-09-09T17:00:00+0000","video","https://www.facebook.com/video.php?v=738978862822374","351338968253034_738978862822374",8224,839,3831,2014-09-09,3372.7,-5,"Dilma",NA
"3320","7839826754","MARINA AND THE DIAMONDS","""FROOT""","2014-09-01T20:03:33+0000","video","https://www.facebook.com/video.php?v=10152211566646755","7839826754_10152211566646755",19001,1552,1627,2014-09-01,3341.9,-13,"Marina",NA
"3109","176976939109000","Marco Feliciano",NA,"2014-09-04T13:30:31+0000","link","http://noticias.gospelprime.com.br/adeptos-lgbt-rompem-marina-silva/","176976939109000_476822135791144",12196,1963,2520,2014-09-04,3320.5,-10,"Marina",NA
"3105","115230991849922","O Globo","Terezinha Lopes está convicta de que sua ex-empregada doméstica será a futura presidente do Brasil.","2014-09-04T14:47:13+0000","link","http://glo.bo/1o10K1i","115230991849922_833471520025862",17737,926,2111,2014-09-04,3318.1,-10,"Marina",NA
"718","109597815616","VEJA","Candidata do PSB à Presidência da República evitou responsabilizar diretamente a presidente e adversária Dilma Rousseff pelo 'petrolão' — que ganhou novos capítulos com reportagem de VEJA desta semana","2014-09-08T17:29:14+0000","link","http://abr.ai/1Ara1pj","109597815616_10152501048535617",9243,1390,3212,2014-09-08,3268.5,-6,"Dilma",NA
"1829","411754008869486","Aécio Neves","A oposição é acusada, pelo governo, de ser pessimista, mas a verdade é que ela observa o que acontece com o Brasil e exige transparência. Ouça o programa de rádio de Aécio Neves e venha você também trabalhar pela mudança. #MudaBrasil","2014-09-09T13:01:22+0000","video","https://www.facebook.com/video.php?v=829752167069666","411754008869486_829752167069666",10875,682,3221,2014-09-09,3224.7,-5,"Aécio",NA
"730","351338968253034","Dilma Rousseff","Entenda o que significa desperdiçar o pré-sal.#MaisMudançaMaisFuturo","2014-09-08T14:33:56+0000","video","https://www.facebook.com/video.php?v=738392962880964","351338968253034_738392962880964",6145,529,4077,2014-09-08,3219.4,-6,"Dilma",NA
"371","204590739576667","InfoMoney","Revista destacou a melhora em alguns pontos, como redução da pobreza, mas ressalta que esta evolução não ocorreu por causa de Dilma","2014-09-12T16:20:01+0000","link","http://www.infomoney.com.br/mercados/eleicoes/noticia/3574784/razoes-para-brasil-nao-reeleger-dilma-rousseff-segundo-forbes","204590739576667_730756000293469",4146,202,4566,2014-09-12,3214.8,-2,"Dilma",NA
"3236","115230991849922","O Globo","‘Dilma e o PT acham que pastor é otário e evangélico é idiota’. http://glo.bo/Z63yod","2014-09-02T20:24:22+0000","link","http://glo.bo/Z63yod","115230991849922_832075353498812",9439,2600,2430,2014-09-02,3181.9,-12,"Marina",NA
"1359","411754008869486","Aécio Neves","Chitãozinho & Xororó sabem quem é o candidato que está mais preparado para mudar o Brasil! #MudaBrasil #EuVotoAécio45","2014-09-14T18:53:39+0000","video","https://www.facebook.com/video.php?v=832723016772581","411754008869486_832723016772581",9350,450,3514,2014-09-14,3178.4,0,"Aécio",NA
"1474","411754008869486","Aécio Neves","Assista ao programa de Aécio Neves exibido hoje na TV.Se curtir, compartilhe! #MudaBrasil","2014-09-13T16:30:00+0000","video","https://www.facebook.com/video.php?v=831994043512145","411754008869486_831994043512145",7763,614,3642,2014-09-13,3145.7,-1,"Aécio",NA
"1765","411754008869486","Aécio Neves","Dadá Maravilha, um dos grandes craques do futebol brasileiro nos anos 70, adaptou sua frase mais conhecida para a campanha de Aécio Neves. Confira aqui e compartilhe! #MudaBrasil","2014-09-10T02:16:05+0000","video","https://www.facebook.com/video.php?v=830094133702136","411754008869486_830094133702136",9786,508,3295,2014-09-10,3108,-4,"Aécio",NA
"1489","411754008869486","Aécio Neves","O Brasil não pode mais ter um governo do improviso. Confiamos em uma mudança verdadeira, com um governo eficiente, ético e corajoso. Se você também acredita nisso, assista ao programa de Aécio Neves transmitido, hoje, nas rádios e compartilhe! #MudaBrasil","2014-09-13T11:20:00+0000","video","https://www.facebook.com/video.php?v=831786593532890","411754008869486_831786593532890",10387,583,3105,2014-09-13,3076.6,-1,"Aécio",NA
"1147","109597815616","VEJA",NA,"2014-09-03T13:00:34+0000","link","http://abr.ai/1uzEIqC","109597815616_10152489346695617",7398,556,3577,2014-09-03,3052.8,-11,"Dilma",NA
"923","160475510677017","José Simão","Após pesquisas, Dilma vai importar eleitores cubanos! Sensacionalista","2014-09-05T23:35:02+0000","status",NA,"160475510677017_769955789728983",10566,202,3193,2014-09-05,3033,-9,"Dilma",NA
"1439","411754008869486","Aécio Neves","O próximo presidente enfrentará enormes dificuldades, seja quem for, mas Aécio Neves reuniu o melhor time para equilibrar a economia e revolucionar as áreas de educação, saúde, infraestrutura e segurança, no Brasil. Assista ao programa de Aécio, exibido na noite de hoje na TV, e veja o que ele tem a oferecer ao país. Observe como ele é diferente dos outros candidatos, compare as propostas e compartilhe este vídeo! Juntos, podemos mudar o Brasil!#MudaBrasil #EuVotoAécio45","2014-09-14T00:00:01+0000","video","https://www.facebook.com/video.php?v=832181386826744","411754008869486_832181386826744",7915,631,3264,2014-09-14,2939.2,0,"Aécio",NA
"645","109597815616","VEJA",NA,"2014-09-09T12:59:03+0000","link","http://abr.ai/1rUJ2Uk","109597815616_10152502789590617",5800,667,3558,2014-09-09,2914.9,-5,"Dilma",NA
"1672","411754008869486","Aécio Neves","No programa de rádio de hoje, Aécio Neves fala sobre as mudanças necessárias para o Brasil na área de segurança, que só quem tem liderança e experiência é capaz de fazer. Acompanhe e compartilhe! #MudaBrasil","2014-09-11T11:30:01+0000","video","https://www.facebook.com/video.php?v=830684526976430","411754008869486_830684526976430",9583,585,2949,2014-09-11,2903.2,-3,"Aécio",NA
"3321","115987058416365","Estadão","Ao saber da decisão de Marina Silva de mudar o capítulo de seu programa sobre a questão da defesa dos direitos LGBT, Hatoum  anunciou a retirada do apoio que havia dado à candidatura dela. 'Não quero que o presidente da República seja refém de bancadas religiosas. Tenho pavor disso', diz. Leia entrevista. #eleições2014","2014-09-01T20:00:01+0000","link","http://politica.estadao.com.br/blogs/roldao-arruda/para-escritor-errata-de-marina-foi-falha-moral/","115987058416365_993483770666685",9373,846,2833,2014-09-01,2890.9,-13,"Marina",NA
"577","109597815616","VEJA","OPINIÃO de Augusto Nunes","2014-09-10T01:10:00+0000","link","http://abr.ai/1p4AN0t","109597815616_10152503780505617",8546,1093,2844,2014-09-10,2888.9,-4,"Dilma",NA
"1494","411754008869486","Aécio Neves","O site Contas Abertas divulgou, hoje, dados que causam indignação. Das 6 mil creches e pré-escolas prometidas pela presidente Dilma para serem entregues até o fim de 2014, apenas 7% foram concluídas. Essa foi mais uma entre tantas promessas eleitorais que ficaram para trás. Essas creches deveriam beneficiar mais de 1,6 milhão de crianças em 2700 municípios brasileiros. Enquanto o governo promete e adia prazos, sem planejamento adequado, muitas mães perdem oportunidades de estudo e trabalho por não terem com quem deixar os seus filhos. Chegou a hora de os brasileiros trocarem o governo dos fatos que nunca se concretizam pelo nosso: o governo da confiança, do planejamento, da segurança. A nossa proposta é darmos aos jovens estímulos verdadeiros para que possam se tornar empreendedores, desenvolverem seus talentos. Para isso, eles precisam receber o amparo de uma creche para os filhos que chegam mais cedo do que eles mesmo previam, um apoio educacional adequado, uma família que receba a assistência e a orientação que nosso governo sabe ser essencial. Esse é um trabalho conjunto que começa com você, com o seu desejo de mudança. Vamos fazer acontecer! - Aécio Neves","2014-09-13T01:01:59+0000","status",NA,"411754008869486_831725526872330",9335,642,2934,2014-09-13,2886.5,-1,"Aécio",NA
"1832","411754008869486","Aécio Neves","Aécio Neves tem importantes propostas para os jovens do Brasil. Veja aqui algumas delas. #MudaBrasil","2014-09-09T11:20:00+0000","video","https://www.facebook.com/video.php?v=829554703756079","411754008869486_829554703756079",8816,490,3086,2014-09-09,2880.2,-5,"Aécio",NA
"2093","411754008869486","Aécio Neves","BEM-VINDO AO PARANÁEm Cascavel, ao lado do governador Beto Richa, que disputa a reeleição, e do senador Alvaro Dias, Aécio Neves garantiu que, em seu governo, estados e municípios terão maior poder, verbas e autonomia. #MudaBrasilLeia Mais: http://bit.ly/1o8O2hb","2014-09-06T02:44:23+0000","photo","https://www.facebook.com/AecioNevesOficial/photos/pcb.827747383936811/827746760603540/?type=1&relevant_count=2","411754008869486_827747383936811",16163,586,1712,2014-09-06,2819.3,-8,"Aécio",NA
"1408","411754008869486","Aécio Neves","Pra mudar o Brasil, os mineiros foram para as ruas de Belo Horizonte, ontem, acompanhar Aécio Neves na #Carreata45! Veja alguns momentos dessa linda festa e compartilhe!#MudaBrasil #VemPraRua #VamosAgir","2014-09-14T11:15:00+0000","video","https://www.facebook.com/video.php?v=832386160139600","411754008869486_832386160139600",9470,551,2834,2014-09-14,2812.7,0,"Aécio",NA
"263","351338968253034","Dilma Rousseff","LUTA PELA IGUALDADEEm encontro em Nova Lima (MG), a presidenta Dilma recebeu o apoio dos movimentos negros e revelou ter muito orgulho de iniciativas do governo que levam mais oportunidade para todos.É o caso do #Pronatec, com 70% das 8 milhões de matrículas sendo feitas por por jovens e mulheres negras, segundo Dilma, os mais discriminados na nossa sociedade. O mesmo se repete no #Prouni, no #Fies e no #MinhaCasaMinhaVida.""Além disso, a lei de cotas nas universidades garantem que as universidades, que eram eminentemente brancas, tenham agora predominantemente a cor do brasil, com essa miscigenação que representamos"", afirmou.","2014-09-13T16:37:22+0000","photo","https://www.facebook.com/SiteDilmaRousseff/photos/pcb.741092765944317/741092469277680/?type=1&relevant_count=4","351338968253034_741092765944317",9380,594,2812,2014-09-13,2803.4,-1,"Dilma",NA
"2941","100114543363891","Folha de S.Paulo","Companheira Sara (via Folha Poder)","2014-09-06T13:00:00+0000","link","http://uol.com/brdTWK","100114543363891_857105157664822",7629,1229,2580,2014-09-06,2679.6,-8,"Marina",NA
"303","109597815616","VEJA","Campanha de Dilma Rousseff reedita — ainda mais agressiva — linguagem televisiva de desconstrução dos adversários para conter onda Marina SilvaNÃO PERCA: Hoje, TVEJA comenta a fúria do PT contra a candidata do PSB","2014-09-12T22:49:16+0000","link","http://abr.ai/1m0YV9H","109597815616_10152509995500617",5954,1108,2894,2014-09-12,2664.2,-2,"Dilma",NA
"2569","115230991849922","O Globo","Candidata fez retificação após PT entrar com pedido de investigação. http://glo.bo/1snSVbb","2014-09-11T01:38:16+0000","link","http://glo.bo/1snSVbb","115230991849922_837780886261592",4651,1084,3087,2014-09-11,2642.5,-3,"Marina",NA
"673","109597815616","VEJA","OPINIÃO, de Ricardo Setti","2014-09-08T22:00:01+0000","link","http://abr.ai/1BnOpN4","109597815616_10152501425085617",7247,1235,2483,2014-09-08,2585,-6,"Dilma",NA
"658","80591352579","Revista Superinteressante","""Dilma avisou que o Mantega está fora de um eventual segundo mandato. Então ficamos assim: pela primeira vez na história do mundo, um ministro da Fazenda é demitido com quatro meses de aviso prévio. E não foi demitido por causa das medidas inflacionárias em que, a essa altura da vida, ele ainda insiste. Nem por usar o mais anacrônico dos artificialismos econômicos, o congelamento de preços, como o centro de sua política. Nem por ter quebrado uma das indústrias mais promissoras do país, a do etanol. Não. Foi demitido porque caiu um avião com um candidato dentro, e a substituta dele virou a favorita. Não quero fazer campanha aqui. Acho que os três candidatos têm pontos positivos e negativos – e respeito quem confia em cada um dos três. Mas quem está no governo é a Dilma. E, com essa atitude, ela mostrou que não, não está no governo.""Leia mais no blog #Crash: ","2014-09-09T00:00:01+0000","link","http://abr.ai/1lOpPBb","80591352579_10152871695012580",6093,472,3042,2014-09-09,2576.1,-5,"Dilma","http://abr.ai/1lOpPBb"
"2015","411754008869486","Aécio Neves","É possível combater a violência com programas sociais responsáveis. Em Minas, essa estratégia deu certo. No governo de Aécio Neves, foi criado o ""Fica Vivo!"", um dos mais importantes programas de prevenção à violência do país, indicado como referência pelo BID, Banco Mundial e ONU. O ""Fica Vivo!"" já atendeu mais de 50 mil jovens moradores de comunidades que têm alta incidência de crimes. Com oficinas de esporte, cultura, inclusão produtiva e comunicação, além de cursos profissionalizantes, o programa oferece oportunidades para que os jovens possam encontrar um novo caminho, distante da violência e da criminalidade. Projetos como este podem ser implantados em todo o Brasil! Curtiu? Compartilhe, então! #MudaBrasil","2014-09-07T11:30:00+0000","video","https://www.facebook.com/video.php?v=828392317205651","411754008869486_828392317205651",8735,479,2523,2014-09-07,2531,-7,"Aécio",NA
"1957","411754008869486","Aécio Neves","Os voluntários da campanha de Aécio Neves em Minas, neste 7 de setembro, participaram do desfile, em Belo Horizonte, de uma forma bem diferente. Eles conversaram com os eleitores sobre as propostas de Aécio para o Brasil e, após o evento, colaboraram com a limpeza da avenida. Assista ao vídeo! Cadastre-se no site e participe também: www.vamosagir.com.br#VamosAgir","2014-09-08T02:13:55+0000","video","https://www.facebook.com/video.php?v=828964157148467","411754008869486_828964157148467",9762,610,2233,2014-09-08,2499,-6,"Aécio",NA
"592","109597815616","VEJA","Marina e Dilma batem boca: quem gosta mais dos banqueiros?","2014-09-09T22:16:42+0000","link","http://abr.ai/1wcMTgx","109597815616_10152503674625617",6335,1503,2345,2014-09-09,2491.4,-5,"Dilma",NA
"1639","411754008869486","Aécio Neves","A educação foi uma prioridade para o governo de Aécio Neves em Minas Gerais. Assista ao programa de Aécio, transmitido agora à noite pela TV, e comprove os resultados do trabalho que foi realizado no estado. #MudaBrasil","2014-09-11T23:45:01+0000","video","https://www.facebook.com/video.php?v=831139086930974","411754008869486_831139086930974",8918,615,2338,2014-09-11,2479.1,-3,"Aécio",NA
"367","201656453186690","Oscar Filho","Motivos pra Dilma não ser reeleita: Recessão na economia, inflação alta, escândalos na Petrobras e estagnação na distribuição de renda...","2014-09-12T16:40:00+0000","status",NA,"201656453186690_827722047246791",14587,667,1308,2014-09-12,2443.6,-2,"Dilma",NA
"541","109597815616","VEJA","OPINIÃO, em TVeja: ""PT quer 'bater' mais em Marina e defender Dilma dos escândalos de corrupção na Petrobras"" ","2014-09-10T14:41:35+0000","link","http://abr.ai/1CRLA8C","109597815616_10152504854640617",5739,1088,2558,2014-09-10,2435.1,-4,"Dilma",NA
"838","115987058416365","Estadão","#eleições2014 (via Politica Estadão)","2014-09-06T19:00:01+0000","link","http://oesta.do/1tBa1Ey","115987058416365_998386603509735",4641,554,2997,2014-09-06,2428.5,-8,"Dilma",NA
"2505","126351747376464","Marina Silva","""Marina Silva tem o compromisso com o reestabelecimento das boas práticas macroeconômicas.""André Lara Resende#VamosJuntosComMarina#SouMarina40","2014-09-12T15:30:00+0000","video","https://www.facebook.com/video.php?v=859243770753921","126351747376464_859243770753921",9742,481,2175,2014-09-12,2423.5,-2,"Marina",NA
"1012","109597815616","VEJA","OPINIÃO, em TVeja: ""Dilma surfa no Nordeste, mas pena no Sudeste""","2014-09-04T20:52:33+0000","link","http://abr.ai/WhoXsL","109597815616_10152492976780617",6214,1298,2326,2014-09-04,2406.4,-10,"Dilma",NA
"1811","411754008869486","Aécio Neves","Você se sente seguro em sua cidade? O que o governo federal tem feito para dar mais segurança à população? Aécio Neves tem várias propostas para a área de Segurança Pública, que será tratada, em seu governo, como prioridade. Assista ao programa de TV de Aécio, transmitido, hoje, em todo o Brasil. #MudaBrasil","2014-09-09T16:30:00+0000","video","https://www.facebook.com/video.php?v=829807853730764","411754008869486_829807853730764",7094,558,2526,2014-09-09,2392.4,-5,"Aécio",NA
"849","109597815616","VEJA",NA,"2014-09-06T18:00:00+0000","link","http://abr.ai/1AjxdWv","109597815616_10152496928995617",3672,2324,2195,2014-09-06,2381.4,-8,"Dilma",NA
"3165","109597815616","VEJA","OPINIÃO, em TVeja, com Caio Blinder e Radar On-line - Lauro Jardim","2014-09-03T12:31:43+0000","link","http://abr.ai/WauCk8","109597815616_10152489309105617",5528,964,2565,2014-09-03,2381,-11,"Marina",NA
"607","199599520097304","Alvaro Dias","COLIGAÇÃO DE DILMA DERROTADA NO TSEPelo visto, para o PT, a corrupção está tão associada a seus governos nos últimos 12 anos que a simples menção a essa palavra na propaganda eleitoral na TV já representa um “ataque” à sua candidata. #ADComunicação","2014-09-09T20:24:57+0000","link","http://www.alvarodias.com.br/2014/09/pt-veste-a-carapuca-pediu-direito-de-resposta-apenas-por-usarem-a-palavra-corrupcao/","199599520097304_790637270993523",4220,230,3088,2014-09-09,2343.8,-5,"Dilma",NA
"1145","351338968253034","Dilma Rousseff","""Pré-sal é o nosso passaporte para o futuro"".Enquanto a oposição taxa a riqueza que vai render 1,3 trilhão para educação como uma ""posição estratégica errada"", a presidenta Dilma não abre mão do futuro do País.Assista.","2014-09-03T13:02:39+0000","video","https://www.facebook.com/video.php?v=735401146513479","351338968253034_735401146513479",3441,445,3073,2014-09-03,2321.4,-11,"Dilma",NA
"2360","109597815616","VEJA",NA,"2014-09-14T16:32:03+0000","link","http://abr.ai/1qUxVan","109597815616_10152513469690617",8675,1250,1735,2014-09-14,2283.5,0,"Marina",NA
"1024","115987058416365","Estadão","Moradores relatam limpeza e pinturas em obras do Minha Casa, Minha Vida, horas antes da presença da presidente no local #eleições2014","2014-09-04T19:42:21+0000","link","http://politica.estadao.com.br/noticias/eleicoes,bairro-passa-por-faxina-antes-de-visita-de-dilma-em-fortaleza,1554882","115987058416365_996994373648958",6260,998,2228,2014-09-04,2262.2,-10,"Dilma",NA
"1158","204590739576667","InfoMoney","Medo?","2014-09-03T06:05:34+0000","link","http://www.infomoney.com.br/mercados/eleicoes/noticia/3555079/dilma-nao-vai-jornal-globo-deixa-responder-perguntas-importantes","204590739576667_724381284264274",4396,351,2853,2014-09-03,2256.7,-11,"Dilma",NA
"3292","115987058416365","Estadão","É a terceira baixa na campanha da candidata (via Politica Estadão) #eleições2014 ","2014-09-02T03:21:24+0000","link","http://oesta.do/1tpA8hu","115987058416365_993804130634649",6744,1161,2042,2014-09-02,2247.9,-12,"Marina",NA
"746","109597815616","VEJA",NA,"2014-09-08T11:52:48+0000","link","http://abr.ai/1lQKipm","109597815616_10152500502640617",3840,2190,1992,2014-09-08,2236.2,-6,"Dilma",NA
"591","136852373848","Terra","#eleições2014","2014-09-09T22:25:00+0000","link","http://noticias.terra.com.br/eleicoes/dilma-rousseff/nao-tenho-banqueiro-me-sustentando-diz-dilma-sobre-marina,3c9cf93764c58410VgnVCM20000099cceb0aRCRD.html","136852373848_10153259141918849",4821,3177,1322,2014-09-09,2228.4,-5,"Dilma",NA
"489","351338968253034","Dilma Rousseff","Hoje se combate mais a corrupção do que no passado. Assista e compartilhe!#VerdadeVaiVencerAMentira","2014-09-10T21:00:00+0000","video","https://www.facebook.com/video.php?v=739603896093204","351338968253034_739603896093204",4664,477,2690,2014-09-10,2223.5,-4,"Dilma",NA
"420","204590739576667","InfoMoney","Empresas citadas em esquema de propina na Petrobras entram na lista das maiores doadoras da campanha de Dilma","2014-09-11T23:15:00+0000","link","http://www.infomoney.com.br/mercados/eleicoes/noticia/3573771/construtoras-envolvidas-escandalo-petrobras-doam-campanha-dilma","204590739576667_730480836987652",2209,188,3240,2014-09-11,2221.3,-3,"Dilma",NA
"1682","136852373848","Terra","""O candidato que consideramos 'menos pior' é Aécio, terá nosso voto e foi o único convidado por nós, presidentes dos Clubes Militares, para apresentar sua proposta de governo"", afirmou em comunicado o Clube Militar","2014-09-10T23:40:01+0000","link","http://noticias.terra.com.br/eleicoes/aecio-neves/clube-militar-declara-apoio-a-aecio-neves-nas-eleicoes,2c20870fbf068410VgnCLD200000b1bf46d0RCRD.html","136852373848_10153261780193849",5141,695,2385,2014-09-10,2153.6,-4,"Aécio",NA
"2960","115230991849922","O Globo","Ex-presidente afirma que candidata “não aprendeu nada” quando passou pelo PT. http://glo.bo/1oOJdZB","2014-09-06T02:29:07+0000","link","http://glo.bo/1oOJdZB","115230991849922_834447079928306",3665,2977,1458,2014-09-06,2134.4,-8,"Marina",NA
"260","115230991849922","O Globo","‘Quem não quer ser criticado não pode ser presidente’, diz Dilma. http://glo.bo/1qwYrcl","2014-09-13T18:37:05+0000","link","http://glo.bo/1qwYrcl","115230991849922_839401292766218",7813,1946,1280,2014-09-13,2133.1,-1,"Dilma",NA
"2057","199599520097304","Alvaro Dias","O NOVO MENSALÃO!""O governo do PT está patrocinando o assalto às nossas empresas públicas para a manutenção do seu projeto de poder. Estamos disputando essas eleições contra um grupo que utiliza o dinheiro sujo da corrupção para manter-se no poder"", disse ao Estadão o senador e candidato a presidente Aécio Neves. #ADComunicação","2014-09-06T17:05:47+0000","link","http://politica.estadao.com.br/noticias/geral,aecio-chama-denuncias-sobre-a-petrobras-de-mensalao-2,1555929","199599520097304_788978607826056",4255,294,2689,2014-09-06,2127.1,-8,"Aécio",NA
